trial_id,mode,runtime_s,dominant_confidence_label,dominant_confidence_score,hallucinated_state_count,hallucinated_number_count,top_state_coverage_rate,numeric_accuracy_rate,risk_match_rate,wastewater_match_rate,enrichment_usage_rate,required_sections_rate,confidence_label_match_rate,low_confidence_disclosure_rate,confidence_score_match_rate,unsupported_confidence_claim_count,confidence_misuse,validity_score_0_100,passed_absolute_validity,grader_overall_score,unsupported_claims,missing_required_elements
6,baseline,4.914,high,1.0,0,0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6,1.0,0.0,0.0,0,"[""Claims that confidence is high for the listed top states are supported, but the report overextends this into statements that the current picture is relatively stable and that there are no low-confidence entries to flag, which are not explicitly provided."", ""The report states there are no partial data-completeness flags shown, but completeness/partial flags are not present in the structured input."", ""The report implies broader reliability and stability conclusions from high confidence labels without preserving the limited scope of those labels.""]",64.75,False,2,"[""The short-horizon outlook remains elevated."", ""The current signal is driven by a mix of case activity and wastewater detection."", ""The top cohort is led by CO, WI, and PA; all three are currently in the monitored set."", ""National conditions remain concerning, with a high risk posture and no indication in the payload of near-term de-escalation."", ""The short-horizon forecast is therefore for continued elevated attention, especially where case activity is already established."", ""The top cohort in aggregate is not a low-burden group; it sits above the national average case burden implied by the payload’s national risk posture."", ""Relative to the national baseline, the cohort’s case burden is elevated enough to justify continued monitoring."", ""The cohort includes both wastewater-led and case-led signals, which broadens the operational context beyond a single detection pathway."", ""The lowest-risk cohort in aggregate is the set of states currently labeled low risk, which in this payload still includes meaningful case activity but sits below the highest-alert posture."", ""These states appear operationally stable relative to the top cohort, with high confidence and no indication of major data-quality concerns in the provided input."", ""Watch for wastewater-led signals that could precede broader case expansion."", ""Track states with burden above the national baseline for any sustained increase in activity."", ""Keep an eye on any entries where confidence weakens or completeness becomes partial."", ""Demographic data are included for context only and are not used in risk scoring.""]","[""Explicit coverage of the structured top-state fields for each state: risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label, and confidence_score."", ""Clear state-by-state presentation of CO, WI, and PA with their exact structured values."", ""Explicit mention that national_risk_level is high as a structured field rather than only in narrative form."", ""Preservation of exact confidence scores (1.0) alongside the high confidence labels."", ""Avoidance of unsupported population and demographic sections, or clear indication that these fields are absent from the structured input.""]"
6,grounded,2.522,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
7,baseline,4.591,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves High confidence for CO, WI, and PA."", ""It states that no Low confidence states are in the top cohort, which is consistent with the provided data."", ""However, it introduces cautionary language about future low-confidence updates despite no low-confidence states being present in the structured input; this is generic rather than grounded in the payload.""]",80.67,False,3,"[""“The short-horizon outlook remains elevated” — no explicit short-horizon forecast value or trend is provided beyond the state risk levels."", ""“current signal driven by a mix of case activity and wastewater detection” — this is broadly consistent with the top cohort, but the report generalizes to the national/current signal without structured national signal data."", ""“The top cohort includes one wastewater-driven state and two case-driven states, indicating mixed operational signals rather than a single uniform pattern” — the state-level signals are provided, but the inference about the overall pattern is interpretive and not explicitly stated in the input."", ""“Relative to the cohort, WI is the largest contributor in absolute cases” — supported by case counts, but “contributor” implies aggregation/impact not explicitly provided."", ""“The lowest-risk cohort in the provided data is represented by the low-risk states, which show a comparatively lighter burden than the national high-risk posture” — the existence of a lowest-risk cohort is not explicitly provided, and the comparative burden statement is interpretive."", ""“Within that group, the available signals are still mixed” — no structured data for a broader low-risk group beyond the listed top states."", ""“Watch for any new wastewater-led signal that could precede broader case growth” — speculative guidance not directly supported by the structured input.""]","[""The report does not explicitly list the structured state-level fields together in a compact, complete form (state, risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label)."", ""MMR coverage values are not reported, despite being present in the structured input."", ""Confidence scores are not reported, only confidence labels."", ""The national risk level is reported, but the report does not clearly distinguish that this is the only national-level field provided."", ""The report mentions demographic data and population buckets, but these are not present in the structured input and should not be framed as included context.""]"
7,grounded,2.559,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
8,baseline,5.057,high,1.0,0,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves 'High' confidence for all three states, but it overstates certainty by saying 'the signal quality is strong' and 'there are no low-confidence entries' without noting that confidence applies only to the listed states in the payload."", ""The report implies confidence in broader conclusions about outlook and stability beyond the state-level entries, which is not directly supported by the structured input.""]",71.08,False,2,"[""References to 'short-horizon outlook' and 'near term' forecasting beyond the provided national risk level are not supported by the structured input."", ""Claims about a 'mixed top cohort' and 'heterogeneous picture' are interpretive summaries not explicitly stated in the structured input."", ""Statements about 'aggregate burden' and 'above-national burden' are unsupported because no national average or population-normalized metrics are provided."", ""Mention of `agent2.summary_stats.national_avg_cases_per_100k` is unsupported; this field is not present in the structured input."", ""Claims about 'population bucket data' and 'population-based descriptive comparison' are unsupported because population fields are absent from the structured input."", ""References to 'demographic data' being included for context are unsupported because no demographic data are present in the structured input."", ""Statements about 'data_completeness_flag' values and identifying partial-completeness states are unsupported because no such field is present."", ""Claims that the low-risk states are 'more stable' than the medium-risk state are interpretive and not directly supported by the structured input."", ""Recommendations to 'watch for any shift from wastewater-led activity into broader case growth' and 'monitor whether the above-national burden ... begins to spread' are speculative and not grounded in the structured input.""]","[""The report does not explicitly list the three top states with their exact state codes, risk levels, case counts, MMR coverage, wastewater signals, and confidence labels in a compact structured summary."", ""The report does not clearly present the national risk level as the only national-level field available without adding forecast language."", ""The report omits the exact MMR coverage values for CO, WI, and PA."", ""The report omits the exact case counts for CO, WI, and PA in the main summary."", ""The report omits the exact wastewater signal labels for each state in a concise required-element summary.""]"
8,grounded,2.455,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
9,baseline,5.207,high,1.0,0,0,1.0,0.8888888888888888,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves High confidence and 1.0 scores for the listed states."", ""However, it implies broader certainty about cohort interpretation and future monitoring beyond the provided confidence labels."", ""The phrase 'No Low confidence labels appear' is acceptable for the listed states, but the report should avoid extending this to unprovided data fields or broader cohorts.""]",84.97,True,3,"[""References to 'short-horizon outlook' and 'forecast' are not explicitly present in the structured input."", ""Statement that the national outlook is 'anchored by a high national baseline in the payload' goes beyond the provided structured fields."", ""Mention of 'normalized view' and 'agent2.summary_stats.national_avg_cases_per_100k' is unsupported by the structured input."", ""Claim that the cohort is described as the 'top set of states' is not explicitly stated in the structured input."", ""Statement that the cohort is being surfaced together because of mixed signals 'helps explain why the group is being surfaced together' is interpretive and unsupported."", ""References to 'population bucket details' and 'demographic data are included for context only' are unsupported by the structured input."", ""Claim that 'No partial data_completeness_flag values are provided' is unsupported because data_completeness_flag is not present in the structured input."", ""Statement that the 'lowest-risk cohort is represented by states with low risk and high confidence' is unsupported as a cohort-level characterization beyond the listed states."", ""Claims about 'states already showing early signal changes' and 'confidence drops or completeness becomes less certain' are speculative and unsupported.""]","[""The report does not clearly present the structured top states in a compact, explicit table or equivalent structured summary."", ""The report does not explicitly state the exact mmr_coverage values alongside each state in the executive summary."", ""The report does not clearly distinguish that the structured input only contains three top states and one national risk level, while several sections discuss unprovided context.""]"
9,grounded,3.206,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
10,baseline,5.082,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""States that confidence is uniformly high / high across all listed top states, which is supported, but also implies stability ('the current read is relatively stable') without explicit support from the structured input."", ""Mentions 'no low-confidence exceptions to flag' and 'no partial data-completeness flags' despite the structured input only providing confidence labels/scores and no completeness flags.""]",79.42,False,2,"[""Compared with the national average cases per 100k from the agent summary, the cohort should be interpreted as the higher-burden slice of the current signal set; the dashboard’s state-level normalization is already reflected in the cohort ordering."", ""Demographic data are included for context only and are not used in risk scoring."", ""No partial data-completeness flags are shown for the listed top states."", ""The lowest-risk cohort is the stable baseline reference group: states with comparatively lower current burden and no indication of acute escalation in the provided payload."", ""This briefing is based only on the provided payload and does not add external data. It reflects a snapshot view of the current structured inputs; missing fields limit what can be assessed.""]","[""Does not explicitly enumerate the three top states with their state codes, risk levels, case counts, MMR coverage, wastewater signal, and confidence labels/scores in a structured way."", ""Does not explicitly report the exact MMR coverage values for CO, WI, and PA."", ""Does not explicitly preserve the confidence scores (1.0) alongside the confidence labels for each state."", ""Does not clearly present the national risk level as a structured element tied to the input.""]"
10,grounded,2.929,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
11,baseline,5.479,high,1.0,0,0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states all three top-cohort states are High confidence, which matches the input, but it adds unsupported reliability commentary such as 'No additional reliability caveats are supplied in the structured input.'"", ""The report implies broader certainty about national and cohort trends beyond the provided structured fields, without explicit uncertainty framing for those extrapolations.""]",76.08,False,2,"[""The short-horizon outlook from the payload remains concerning, with the national signal elevated rather than stable."", ""The payload does not provide a separate forecast metric beyond the national risk level and state-level signals."", ""Among the top cohort, case counts range from 16 in CO to 68 in WI and 23 in PA, indicating ongoing activity that warrants close monitoring."", ""In the top cohort, CO is the highest-risk state in aggregate, with 16 cases and a wastewater-driven signal; its burden is above the national average implied by the payload context."", ""WI has the largest case count in the cohort at 68, with a case-driven signal; its burden is also above the national average context."", ""PA has 23 cases and a case-driven signal; its burden remains above the national average context, though lower than WI."", ""The cohort-level comparison is limited to the provided state set; the payload does not include a national average cases-per-100k value to quantify the gap directly."", ""The lowest-risk cohort in the provided set is the low-risk group, which includes states with lower apparent measles burden than the highest-risk state and a more stable overall profile."", ""Within the available inputs, these states are not presented as a separate baseline table, so the aggregate takeaway is simply that they sit below the top cohort in risk level while still showing measurable activity."", ""Watch for any new wastewater-led signal shifts that could precede broader case growth."", ""Track whether states already above the national burden remain elevated or begin to accelerate further."", ""Keep an eye on any confidence caveats or data completeness issues that could change the interpretation of the current signals.""]","[""The structured input includes only three top states and national risk level; the report adds a 'low-risk baseline states' section without any structured details for those states."", ""The report does not clearly preserve the structured fields in a compact, direct way; it omits explicit listing of each state's risk_level, mmr_coverage, and confidence_score in a structured summary."", ""The report does not explicitly state that the national risk level is the only national-level metric provided, despite mentioning additional outlook language.""]"
11,grounded,3.252,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
12,baseline,5.414,high,1.0,0,0,1.0,0.8888888888888888,0.6666666666666666,0.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report introduces confidence-related claims about 'no immediate signal of broad data instability' and 'no major reliability issues' that are not supported by the structured input."", ""The report implies broader confidence handling for a 'broader enriched set' and 'lower-confidence or partially complete data,' but the structured input only provides High confidence for CO, WI, and PA."", ""The report does not preserve the structured confidence fields explicitly (confidence_label and confidence_score) for each top state.""]",71.64,False,2,"[""The short-horizon forecast in the payload supports continued elevated concern rather than rapid de-escalation."", ""The top cohort is led by CO, WI, and PA; all are currently in the enriched top-state set."", ""No immediate signal of broad data instability in the payload."", ""The short-horizon outlook does not suggest near-term normalization."", ""MMR coverage in the top cohort ranges from 90.6% to 93.8%, which is useful context but does not change the payload’s national risk designation."", ""WI has the highest normalized burden at 68 cases, which is above the national average cases-per-100k reference in the payload context."", ""PA and CO also sit above the national average reference."", ""The aggregate top-cohort picture is therefore one of above-national burden concentrated in a small set of states, rather than a diffuse national pattern."", ""The payload’s national average cases-per-100k benchmark should be used as the comparison point for the cohort-level view."", ""The top cohort includes states with differing population sizes, which can affect how case counts appear in absolute terms."", ""Population bucket information, if present in the full payload, is best used as descriptive context only."", ""Demographic data are included for context only and are not used in risk scoring."", ""No major reliability issues are flagged for CO, WI, or PA in the enriched top cohort; confidence is High for all three."", ""If any state in the broader enriched set has partial completeness or lower confidence, it should be treated as a caveat rather than a change in the overall national signal."", ""The lowest-risk cohort is comparatively stable and sits below the elevated national burden seen in the top cohort."", ""These states do not drive the current national alarm state, and their aggregate profile is more consistent with baseline monitoring than with immediate escalation."", ""Watch for wastewater-led signals that may precede or reinforce case activity."", ""Monitor whether states already above the national burden remain elevated in the next update."", ""Treat any lower-confidence or partially complete data as a caution flag when interpreting near-term changes.""]","[""Explicit listing of each top state with its structured fields: state, risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label, confidence_score."", ""Clear preservation of the wastewater_signal values for CO, WI, and PA in the main summary."", ""Clear preservation of the exact MMR coverage values for CO, WI, and PA."", ""Clear preservation of the exact confidence labels/scores for CO, WI, and PA."", ""The report does not clearly distinguish that CO is medium risk while WI and PA are low risk."", ""The report adds unsupported sections about population context, demographic note, low-risk baseline states, and broader enriched set without corresponding structured input.""]"
12,grounded,3.374,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
13,baseline,5.411,high,1.0,0,0,1.0,0.7777777777777778,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states “All top-cohort states are labeled High confidence,” which is correct, but it also introduces “lower-confidence or partially complete data streams” despite no such fields in the structured input."", ""The report implies certainty about short-horizon and baseline stability without corresponding confidence or forecast fields in the structured input.""]",82.19,False,2,"[""“The short-horizon outlook remains elevated” — short-horizon outlook is not provided in the structured input."", ""“current signal concentrated in a small set of states rather than broadly uniform” — not explicitly stated in the structured input."", ""“No additional national forecast metrics were provided in the payload” — not a structured field and not verifiable from the input."", ""“elevated but uneven pattern across the leading states” — interpretive claim not directly supported by the structured input."", ""“The top cohort’s case burden ranges from 16 to 68 cases” — supported numerically, but the framing as a cohort burden range is interpretive; acceptable but borderline."", ""“Relative to the national average cases per 100k” — national average cases per 100k is not provided in the structured input."", ""“some states are materially above baseline while others are closer to it” — baseline comparison is unsupported."", ""“the payload does not provide a single cohort-wide normalized rate” — not a structured field and not verifiable from the input."", ""“The lowest-risk cohort is described as broadly stable at the aggregate level” — stability is not provided in the structured input."", ""“no indication in the payload of a concentrated escalation pattern” — escalation pattern is not provided in the structured input."", ""“This baseline group serves as the comparison set for the higher-burden states” — comparison framing is not explicitly provided."", ""“Watch for wastewater-led changes that could signal a shift before case counts move” — predictive interpretation beyond the structured input."", ""“Monitor states with burden above the national average case-rate context” — national average case-rate context is not provided."", ""“Keep an eye on any lower-confidence or partially complete data streams” — no lower-confidence or partial-completeness flags are present in the structured input.""]","[""The report does not explicitly list the three top states with their state codes and associated values in a structured, complete way."", ""The report does not clearly preserve the exact top-state mapping: CO = medium risk, 16 cases, 90.5863% MMR coverage, wastewater-driven, High confidence; WI = low risk, 68 cases, 91.7304% MMR coverage, case-driven, High confidence; PA = low risk, 23 cases, 93.8043% MMR coverage, case-driven, High confidence."", ""The report does not explicitly state the national risk level in a concise structured summary section tied directly to the input."", ""The report adds sections about population context, demographic note, data gaps, and low-risk baseline states that are not supported by the structured input.""]"
13,grounded,2.588,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,"[""States that no uncertainty adjustment is needed because all three top states have High confidence labels; this is acceptable given the input, but it slightly overstates certainty by implying confidence labels alone eliminate uncertainty considerations.""]",94.25,True,5,[],[]
14,baseline,5.778,high,1.0,0,0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6,1.0,0.0,1.0,0,"[""States are correctly labeled as High confidence, but the report adds “the current picture is relatively stable rather than uncertain,” which over-interprets confidence beyond the structured fields."", ""The report implies confidence supports broader national stability/forecast certainty, but confidence is only provided at the state level for the listed top states.""]",72.75,False,2,"[""“The short-horizon outlook remains elevated” / “near-term outlook that stays elevated” — no short-horizon forecast or outlook field is present in the structured input."", ""“current signal driven by a mix of case activity and wastewater detection” — the input only specifies CO as Wastewater-driven and WI/PA as Case-driven; it does not provide a combined national signal."", ""“No major data-quality limitations are indicated in the provided top cohort.” — no data-quality limitation field is provided."", ""“the presence of a wastewater-driven signal in CO suggests ongoing surveillance attention is warranted” — the surveillance recommendation is interpretive and not explicitly in the input."", ""“CO has the highest normalized burden at 16.00 cases per 100k” / “WI is also elevated in aggregate at 68.00 cases per 100k” / “PA sits at 23.00 cases per 100k” — the structured input provides case_count values, not cases per 100k."", ""“above the national average benchmark from the payload context” / “well above the national average benchmark” / “above the national average cases-per-100k level” — no national average benchmark is provided."", ""“Population context is therefore not expanded further.” — this is a report-generation statement not grounded in the structured input."", ""“Demographic data are included for context only and are not used in risk scoring.” — demographic data are not present in the structured input."", ""“No partial completeness flags are shown for the enriched top cohort” — no completeness flag field is provided."", ""“The lowest-risk cohort is described as a comparatively stable baseline...” — the structured input does not include any low-risk baseline cohort details beyond the top states."", ""“These states sit below the elevated national pressure seen in the higher-burden group” — unsupported comparison to a lower-risk cohort not provided."", ""“Watch for any new wastewater-led upticks that could precede broader case growth.” — speculative forecasting not present in the structured input."", ""“Monitor states already running above the national burden benchmark...” — unsupported benchmark comparison."", ""“Keep an eye on any emerging low-confidence or incomplete-data signals...” — no low-confidence or incomplete-data signals are present in the structured input.""]","[""The report does not explicitly preserve the structured risk levels for each top state in a compact state-by-state format (CO medium, WI low, PA low) in the main summary."", ""The report does not clearly state the exact wastewater signal for each state (CO Wastewater-driven; WI Case-driven; PA Case-driven) in a concise structured way."", ""The report does not explicitly include the exact case counts for each top state in the executive summary.""]"
14,grounded,2.616,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
